id,category_id,name,slug,image_url
9231f594-ed63-4e47-a4e2-4f8cbea382a2,1329501b-80b9-4145-ac4e-5fb08426f07f,Рычаги задней подвески,rychagi-zadnei-podveski,https://storage.yandexcloud.net/tcf-images/default.svg
101c9d10-1d7f-4f3a-a4ff-21049680e616,c02ffc53-19de-4cea-b790-801ac2059e64,Рычаги / чехлы / рукоятка КПП,rychagi-chekhly-rukoiatka-kpp,https://storage.yandexcloud.net/tcf-images/default.svg
2fb9e911-a9be-4d8a-a955-67e15794ee4d,1329501b-80b9-4145-ac4e-5fb08426f07f,Сайлентблоки подвески,sailentbloki-podveski,https://storage.yandexcloud.net/tcf-images/default.svg
59e2ecbf-835d-4b12-b430-e95efd8c021e,07332d18-a484-4002-9b9c-b0f1609d018a,Салфетка замшевая,salfetka-zamshevaia,https://storage.yandexcloud.net/tcf-images/default.svg
aafbadf9-22ef-4d52-a3ee-54e102ee6fbb,039b8546-be94-4297-9cf2-f83215bbc0c5,Сальники генератора,salniki-generatora,https://storage.yandexcloud.net/tcf-images/default.svg
5bf5c3e7-f3ea-4ab3-9004-4872e4d9d0f5,d2ff4e0f-d89d-43e9-b8b2-fda6025837f5,Сальники двигателя,salniki-dvigatelia,https://storage.yandexcloud.net/tcf-images/default.svg
808cb0e3-baa9-4293-800b-9d54d3117583,d2ff4e0f-d89d-43e9-b8b2-fda6025837f5,Сальники клапанов,salniki-klapanov,https://storage.yandexcloud.net/tcf-images/default.svg
979716cc-50ff-465f-ae29-5e3c3878cbfd,c02ffc53-19de-4cea-b790-801ac2059e64,Сальники КПП,salniki-kpp,https://storage.yandexcloud.net/tcf-images/default.svg
36e79c2f-e854-458c-a126-0d309312b08e,9c0527f7-f92c-46a2-834d-e5890702ec8b,Сальники редуктора и приводов,salniki-reduktora-i-privodov,https://storage.yandexcloud.net/tcf-images/default.svg
ac0458d0-bbb2-433c-ada6-dfa9ac5f2a03,1329501b-80b9-4145-ac4e-5fb08426f07f,Сальники ступиц,salniki-stupits,https://storage.yandexcloud.net/tcf-images/default.svg
22b79457-2e95-4105-97ea-e643fdc0cf29,bfaf530f-b37e-43e6-9ced-f932b2e4fa2b,Свечи зажигания,svechi-zazhiganiia,https://storage.yandexcloud.net/tcf-images/default.svg
ee8a3783-259d-4313-ba08-953e2a7dc439,bfaf530f-b37e-43e6-9ced-f932b2e4fa2b,Свечи накала,svechi-nakala,https://storage.yandexcloud.net/tcf-images/default.svg
91e4c847-e959-4cb3-86ae-930b4beab446,07332d18-a484-4002-9b9c-b0f1609d018a,Сигнал автомобильный,signal-avtomobilnyi,https://storage.yandexcloud.net/tcf-images/default.svg
aa1d02d8-bee5-457f-b438-d2180d8a0984,c02ffc53-19de-4cea-b790-801ac2059e64,Синхронизаторы КПП,sinkhronizatory-kpp,https://storage.yandexcloud.net/tcf-images/default.svg
95b2fd55-e12a-4fba-8f32-f02bfa6b5166,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Скобы / Защелки дверей,skoby-zashchelki-dverei,https://storage.yandexcloud.net/tcf-images/default.svg
c17abd0c-b082-40a7-b80f-d75e102a495b,07332d18-a484-4002-9b9c-b0f1609d018a,Скотч / Изолента,skotch-izolenta,https://storage.yandexcloud.net/tcf-images/default.svg
9df91083-7a85-4a0a-adec-69b7c41a87d8,07332d18-a484-4002-9b9c-b0f1609d018a,Солнцезащитные шторки,solntsezashchitnye-shtorki,https://storage.yandexcloud.net/tcf-images/default.svg
0d9dc6d6-c315-4279-a93c-809bade208ed,1329501b-80b9-4145-ac4e-5fb08426f07f,Стабилизаторы поперечной устойчивости,stabilizatory-poperechnoi-ustoichivosti,https://storage.yandexcloud.net/tcf-images/default.svg
99258a7c-2e74-4a0b-9a1c-74e55c952cfa,39603224-8adc-4942-9b25-ba68efc06b07,Стартеры в сборе,startery-v-sbore,https://storage.yandexcloud.net/tcf-images/sub_categories/99258a7c-2e74-4a0b-9a1c-74e55c952cfa.png
98a72139-856c-4130-8868-9ecc88131c29,07332d18-a484-4002-9b9c-b0f1609d018a,Стартовые провода,startovye-provoda,https://storage.yandexcloud.net/tcf-images/default.svg
31f66a42-0544-4d20-a728-7d1e1b8c95bd,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Стёкла кузова / уплотнители стекол,stekla-kuzova-uplotniteli-stekol,https://storage.yandexcloud.net/tcf-images/default.svg
3222da7e-ffef-475a-9c88-9d2749406431,f185196b-6239-4195-81a1-f59422272ba4,Стекла фар,stekla-far,https://storage.yandexcloud.net/tcf-images/default.svg
89bfdcbe-3bdb-4616-88d2-a19f1361f446,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Стекло зеркала,steklo-zerkala,https://storage.yandexcloud.net/tcf-images/default.svg
89ec03fa-4ac3-4ef7-866c-d908319ce67c,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Стеклоподъемник,steklopodemnik,https://storage.yandexcloud.net/tcf-images/default.svg
7e36a10d-6561-4953-957c-6a26ed3c7da6,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Стойки телескопические,stoiki-teleskopicheskie,https://storage.yandexcloud.net/tcf-images/default.svg
99749fc7-6137-49db-92a0-b65a4e11d42b,1329501b-80b9-4145-ac4e-5fb08426f07f,Стремянка,stremianka,https://storage.yandexcloud.net/tcf-images/default.svg
447a4e50-dd9e-47c1-b1f5-fb165f8836ce,1329501b-80b9-4145-ac4e-5fb08426f07f,Ступицы и цапфы,stupitsy-i-tsapfy,https://storage.yandexcloud.net/tcf-images/default.svg
8fdd40c6-3e9f-4e31-b9ff-8294e22d20c9,fc490adb-738f-4188-9833-5c4bb7d3a295,Термомуфты / шкивы помп / подшипники,termomufty-shkivy-pomp-podshipniki,https://storage.yandexcloud.net/tcf-images/default.svg
bc72c5a2-ea18-492c-ae86-cf0067bcd5e7,fc490adb-738f-4188-9833-5c4bb7d3a295,Термостат,termostat,https://storage.yandexcloud.net/tcf-images/default.svg
ce7ea2e4-7035-47dc-9e65-4f022d6838f6,d2ff4e0f-d89d-43e9-b8b2-fda6025837f5,"Толкатели,коромысла, гидрокомпенсаторы",tolkateli-koromysla-gidrokompensatory,https://storage.yandexcloud.net/tcf-images/default.svg
